1 273
2 149
3 118
4 27
5 128
6 54
7 34
8 77
9 152
10 115
11 141
12 112
13 117
14 114
15 102
16 113
17 39
18 134
19 63
20 6
21 54
22 46
23 84
24 7
25 36
26 70
27 98
28 69
29 14
30 89
