0 272
1 182
2 182
3 213
4 220
5 94
6 176
7 168
8 216
9 226
10 179
11 137
12 226
13 228
14 224
15 206
16 172
17 194
18 177
19 153
20 101
21 136
22 143
23 201
24 192
25 164
26 186
27 188
28 200
29 129
