1 12
2 81
3 240
4 57
5 78
6 185
7 105
8 180
9 91
10 66
11 168
12 257
13 90
14 196
15 70
16 84
17 89
18 71
19 109
20 137
21 174
22 118
23 232
24 129
25 88
26 231
27 205
28 234
29 108
30 261
